1488130696.51133,42.362604759398,-71.0899998059436,9.0,65.0,-1.0,-1.0,0.88
1488130698.99926,42.3624427663557,-71.0902314820058,36.6612243652344,30.0,201.796875,1.25999999046326,0.88
1488130699.99959,42.3624572251387,-71.0901234392739,27.47900390625,30.0,207.421875,1.25999999046326,0.88
1488130700.99975,42.3624815326579,-71.0900372733093,19.7438659667969,25.0,209.1796875,1.08000004291534,0.88
1488130701.99978,42.3624976259119,-71.0899695475317,18.9503784179688,25.0,81.2109375,1.08000004291534,0.88
1488130702.99991,42.3625035351537,-71.0899372772044,16.5120544433594,25.0,111.09375,0.330000013113022,0.88
1488130703.99991,42.3625015654064,-71.0899352655477,17.4827880859375,25.0,224.296875,0.639999985694885,0.88
1488130704.99996,42.3624981288261,-71.0899366066522,16.62158203125,25.0,229.21875,0.639999985694885,0.88
1488130705.99986,42.3624911718465,-71.0899464134789,18.8403015136719,25.0,229.5703125,1.29999995231628,0.88
1488130707.00003,42.3624855559714,-71.0899575614101,21.3377990722656,25.0,230.625,1.23000001907349,0.88
1488130707.99945,42.3624793114535,-71.0899673682368,21.8914794921875,25.0,232.3828125,1.23000001907349,0.88
1488130708.99992,42.3624769226111,-71.0899712239123,19.7920837402344,25.0,235.546875,1.10000002384186,0.88
1488130709.99991,42.36247528814,-71.0899726488358,20.9537353515625,25.0,235.8984375,0.330000013113022,0.88
1488130710.99991,42.3624708038218,-71.0899791029013,21.748291015625,25.0,234.84375,0.330000013113022,0.88
1488130711.99992,42.3624651460372,-71.0899844673193,22.1984558105469,25.0,224.296875,0.349999994039536,0.88
1488130712.99992,42.3624577699624,-71.0899899993754,21.9677734375,25.0,222.890625,0.800000011920929,0.88
1488130713.99991,42.3624469573073,-71.0900027398682,22.7665710449219,25.0,229.21875,0.800000011920929,0.88
1488130714.99992,42.3624356836475,-71.0900174920178,23.3657836914062,25.0,232.3828125,0.959999978542328,0.88
1488130715.99991,42.3624273017443,-71.090031238339,21.8269653320312,25.0,235.1953125,0.959999978542328,0.88
1488130716.99992,42.3624169500939,-71.0900440626508,23.52294921875,25.0,220.078125,0.970000028610229,0.88
1488130717.99992,42.3624029104061,-71.090057557515,27.0643005371094,25.0,222.1875,1.51999998092651,0.88
1488130718.99991,42.3623900860943,-71.0900703818268,28.4993896484375,25.0,235.1953125,1.08000004291534,0.88
